label,recall,precision
vehicle.bicycle,0.575,1.0
vehicle.bicycle,0.575,0.9583333333333334
vehicle.bicycle,0.6,0.96
vehicle.bus,0.0,0.0
vehicle.car,0.007194244604316547,1.0
vehicle.car,0.014388489208633094,1.0
vehicle.car,0.02158273381294964,1.0
vehicle.car,0.02877697841726619,1.0
vehicle.car,0.03597122302158273,1.0
vehicle.car,0.04316546762589928,1.0
vehicle.car,0.050359712230215826,1.0
vehicle.car,0.05755395683453238,1.0
vehicle.car,0.06474820143884892,1.0
vehicle.car,0.07194244604316546,1.0
vehicle.car,0.07913669064748201,1.0
vehicle.car,0.08633093525179857,1.0
vehicle.car,0.09352517985611511,1.0
vehicle.car,0.10071942446043165,1.0
vehicle.car,0.1079136690647482,1.0
vehicle.car,0.11510791366906475,1.0
vehicle.car,0.1223021582733813,1.0
vehicle.car,0.12949640287769784,1.0
vehicle.car,0.1366906474820144,1.0
vehicle.car,0.14388489208633093,1.0
vehicle.car,0.1510791366906475,1.0
vehicle.car,0.15827338129496402,1.0
vehicle.car,0.16546762589928057,1.0
vehicle.car,0.17266187050359713,1.0
vehicle.car,0.17985611510791366,1.0
vehicle.car,0.18705035971223022,1.0
vehicle.car,0.19424460431654678,1.0
vehicle.car,0.2014388489208633,1.0
vehicle.car,0.20863309352517986,1.0
vehicle.car,0.2158273381294964,1.0
vehicle.car,0.22302158273381295,1.0
vehicle.car,0.2302158273381295,1.0
vehicle.car,0.23741007194244604,1.0
vehicle.car,0.2446043165467626,1.0
vehicle.car,0.2517985611510791,1.0
vehicle.car,0.2589928057553957,1.0
vehicle.car,0.26618705035971224,1.0
vehicle.car,0.2733812949640288,1.0
vehicle.car,0.2805755395683453,1.0
vehicle.car,0.28776978417266186,1.0
vehicle.car,0.2949640287769784,1.0
vehicle.car,0.302158273381295,1.0
vehicle.car,0.30935251798561153,1.0
vehicle.car,0.31654676258992803,1.0
vehicle.car,0.3237410071942446,1.0
vehicle.car,0.33093525179856115,1.0
vehicle.car,0.3381294964028777,1.0
vehicle.car,0.34532374100719426,1.0
vehicle.car,0.35251798561151076,1.0
vehicle.car,0.3597122302158273,1.0
vehicle.car,0.3669064748201439,1.0
vehicle.car,0.3669064748201439,0.9807692307692307
vehicle.car,0.37410071942446044,0.9811320754716981
vehicle.car,0.37410071942446044,0.9629629629629629
vehicle.car,0.381294964028777,0.9636363636363636
vehicle.car,0.38848920863309355,0.9642857142857143
vehicle.car,0.39568345323741005,0.9649122807017544
vehicle.car,0.4028776978417266,0.9655172413793104
vehicle.car,0.41007194244604317,0.9661016949152542
vehicle.car,0.4172661870503597,0.9666666666666667
vehicle.car,0.4244604316546763,0.9672131147540983
vehicle.car,0.4316546762589928,0.967741935483871
vehicle.car,0.43884892086330934,0.9682539682539683
vehicle.car,0.4460431654676259,0.96875
vehicle.car,0.45323741007194246,0.9692307692307692
vehicle.car,0.460431654676259,0.9696969696969697
vehicle.car,0.460431654676259,0.9552238805970149
vehicle.car,0.460431654676259,0.9411764705882353
vehicle.car,0.4676258992805755,0.9420289855072463
vehicle.car,0.4748201438848921,0.9428571428571428
vehicle.car,0.48201438848920863,0.9436619718309859
vehicle.car,0.4892086330935252,0.9444444444444444
vehicle.car,0.49640287769784175,0.9452054794520548
vehicle.car,0.5035971223021583,0.9459459459459459
vehicle.car,0.5035971223021583,0.9333333333333333
vehicle.car,0.5035971223021583,0.9210526315789473
vehicle.car,0.5107913669064749,0.922077922077922
vehicle.car,0.5179856115107914,0.9230769230769231
vehicle.car,0.5251798561151079,0.9240506329113924
vehicle.car,0.5323741007194245,0.925
vehicle.car,0.539568345323741,0.9259259259259259
vehicle.car,0.539568345323741,0.9146341463414634
vehicle.car,0.5467625899280576,0.9156626506024096
vehicle.car,0.5467625899280576,0.9047619047619048
vehicle.car,0.5539568345323741,0.9058823529411765
vehicle.car,0.5539568345323741,0.8953488372093024
vehicle.car,0.5539568345323741,0.8850574712643678
vehicle.car,0.5539568345323741,0.875
vehicle.car,0.5611510791366906,0.8764044943820225
